date,days,rate
17/5/2024,730,5.281265
20/5/2024,10,5.276075
20/5/2024,30,5.312375
20/5/2024,60,5.361809
20/5/2024,91,5.406744
20/5/2024,122,5.445633
20/5/2024,152,5.477706
20/5/2024,182,5.504496
20/5/2024,273,5.555354
20/5/2024,365,5.564402
20/5/2024,547,5.477724
20/5/2024,730,5.285574
21/5/2024,10,5.276303
21/5/2024,30,5.312798
21/5/2024,60,5.3625
21/5/2024,91,5.407679
21/5/2024,122,5.446783
21/5/2024,152,5.479035
21/5/2024,182,5.505977
21/5/2024,273,5.557143
21/5/2024,365,5.56629
21/5/2024,547,5.479294
21/5/2024,730,5.286328
22/5/2024,10,5.280467
22/5/2024,30,5.316832
22/5/2024,60,5.366338
22/5/2024,91,5.411316
22/5/2024,122,5.450221
22/5/2024,152,5.482281
22/5/2024,182,5.509034
22/5/2024,273,5.559637
22/5/2024,365,5.568237
22/5/2024,547,5.48024
22/5/2024,730,5.286404
23/5/2024,10,5.29667
23/5/2024,30,5.331775
23/5/2024,60,5.379488
23/5/2024,91,5.422732
23/5/2024,122,5.460018
23/5/2024,152,5.490619
23/5/2024,182,5.516016
23/5/2024,273,5.563106
23/5/2024,365,5.569005
23/5/2024,547,5.47785
23/5/2024,730,5.283206
24/5/2024,10,5.311658
24/5/2024,30,5.345526
24/5/2024,60,5.391481
24/5/2024,91,5.43303
24/5/2024,122,5.468739
24/5/2024,152,5.497926
24/5/2024,182,5.522013
24/5/2024,273,5.565743
24/5/2024,365,5.569112
24/5/2024,547,5.475168
24/5/2024,730,5.2801
28/5/2024,10,5.325098
28/5/2024,30,5.35807
28/5/2024,60,5.402751
28/5/2024,91,5.443068
28/5/2024,122,5.477629
28/5/2024,152,5.505784
28/5/2024,182,5.528913
28/5/2024,273,5.57017
28/5/2024,365,5.571654
28/5/2024,547,5.47556
28/5/2024,730,5.280035
29/5/2024,10,5.331173
29/5/2024,30,5.364047
29/5/2024,60,5.408587
29/5/2024,91,5.448765
29/5/2024,122,5.483196
29/5/2024,152,5.511231
29/5/2024,182,5.534248
29/5/2024,273,5.575206
29/5/2024,365,5.576448
29/5/2024,547,5.480036
29/5/2024,730,5.284386
30/5/2024,10,5.339084
30/5/2024,30,5.371666
30/5/2024,60,5.415791
30/5/2024,91,5.455567
30/5/2024,122,5.489623
30/5/2024,152,5.51732
30/5/2024,182,5.540022
30/5/2024,273,5.580165
30/5/2024,365,5.580782
30/5/2024,547,5.483651
30/5/2024,730,5.287853
31/5/2024,10,5.356605
31/5/2024,30,5.387852
31/5/2024,60,5.430079
31/5/2024,91,5.468025
31/5/2024,122,5.50038
31/5/2024,152,5.526551
31/5/2024,182,5.547841
31/5/2024,273,5.584364
31/5/2024,365,5.582262
31/5/2024,547,5.482161
31/5/2024,730,5.285966
3/6/2024,10,5.376423
3/6/2024,30,5.406108
3/6/2024,60,5.446113
3/6/2024,91,5.481911
3/6/2024,122,5.512263
3/6/2024,152,5.536631
3/6/2024,182,5.556247
3/6/2024,273,5.588442
3/6/2024,365,5.583029
3/6/2024,547,5.47911
3/6/2024,730,5.282031
4/6/2024,10,5.39386
4/6/2024,30,5.422163
4/6/2024,60,5.460195
4/6/2024,91,5.494076
4/6/2024,122,5.522635
4/6/2024,152,5.545379
4/6/2024,182,5.563479
4/6/2024,273,5.591707
4/6/2024,365,5.583178
4/6/2024,547,5.475409
4/6/2024,730,5.276986
5/6/2024,10,5.406893
5/6/2024,30,5.434178
5/6/2024,60,5.470748
5/6/2024,91,5.5032
5/6/2024,122,5.530411
5/6/2024,152,5.551926
5/6/2024,182,5.56887
5/6/2024,273,5.59401
5/6/2024,365,5.582964
5/6/2024,547,5.471792
5/6/2024,730,5.271709
6/6/2024,10,5.41267
6/6/2024,30,5.439613
6/6/2024,60,5.475679
6/6/2024,91,5.507622
6/6/2024,122,5.534334
6/6/2024,152,5.555377
6/6/2024,182,5.57186
6/6/2024,273,5.595668
6/6/2024,365,5.583376
6/6/2024,547,5.470043
6/6/2024,730,5.268199
7/6/2024,10,5.405609
7/6/2024,30,5.433573
7/6/2024,60,5.47107
7/6/2024,91,5.50437
7/6/2024,122,5.53232
7/6/2024,152,5.55445
7/6/2024,182,5.571914
7/6/2024,273,5.598091
7/6/2024,365,5.587341
7/6/2024,547,5.47493
7/6/2024,730,5.271824
10/6/2024,10,5.39852
10/6/2024,30,5.427589
10/6/2024,60,5.46664
10/6/2024,91,5.501418
10/6/2024,122,5.530719
10/6/2024,152,5.554041
10/6/2024,182,5.572586
10/6/2024,273,5.601403
10/6/2024,365,5.592424
10/6/2024,547,5.481271
10/6/2024,730,5.277108
11/6/2024,10,5.397217
11/6/2024,30,5.426852
11/6/2024,60,5.466691
11/6/2024,91,5.502207
11/6/2024,122,5.532174
11/6/2024,152,5.556071
11/6/2024,182,5.575128
11/6/2024,273,5.605124
11/6/2024,365,5.59682
11/6/2024,547,5.485722
11/6/2024,730,5.280325
12/6/2024,10,5.397439
12/6/2024,30,5.427421
12/6/2024,60,5.467734
12/6/2024,91,5.503685
12/6/2024,122,5.534031
12/6/2024,152,5.558246
12/6/2024,182,5.577573
12/6/2024,273,5.608116
12/6/2024,365,5.599988
12/6/2024,547,5.48832
12/6/2024,730,5.281458
13/6/2024,10,5.405575
13/6/2024,30,5.435095
13/6/2024,60,5.474731
13/6/2024,91,5.510001
13/6/2024,122,5.539684
13/6/2024,152,5.563274
13/6/2024,182,5.581992
13/6/2024,273,5.610791
13/6/2024,365,5.601054
13/6/2024,547,5.486653
13/6/2024,730,5.277632
14/6/2024,10,5.417334
14/6/2024,30,5.4459
14/6/2024,60,5.484157
14/6/2024,91,5.518067
14/6/2024,122,5.546454
14/6/2024,152,5.56885
14/6/2024,182,5.586433
14/6/2024,273,5.612128
14/6/2024,365,5.599746
14/6/2024,547,5.481423
14/6/2024,730,5.269971
17/6/2024,10,5.424465
17/6/2024,30,5.452498
17/6/2024,60,5.489973
17/6/2024,91,5.5231
17/6/2024,122,5.550728
17/6/2024,152,5.572413
17/6/2024,182,5.589306
17/6/2024,273,5.613043
17/6/2024,365,5.598881
17/6/2024,547,5.477605
17/6/2024,730,5.2639
18/6/2024,10,5.446189
18/6/2024,30,5.472122
18/6/2024,60,5.506597
18/6/2024,91,5.536804
18/6/2024,122,5.561694
18/6/2024,152,5.580894
18/6/2024,182,5.595464
18/6/2024,273,5.613083
18/6/2024,365,5.594061
18/6/2024,547,5.466601
18/6/2024,730,5.250437
20/6/2024,10,5.448153
20/6/2024,30,5.473835
20/6/2024,60,5.507927
20/6/2024,91,5.537731
20/6/2024,122,5.562209
20/6/2024,152,5.581007
20/6/2024,182,5.595167
20/6/2024,273,5.611522
20/6/2024,365,5.591203
20/6/2024,547,5.461202
20/6/2024,730,5.242664
21/6/2024,10,5.425589
21/6/2024,30,5.453296
21/6/2024,60,5.490229
21/6/2024,91,5.522728
21/6/2024,122,5.549665
21/6/2024,152,5.570623
21/6/2024,182,5.586737
21/6/2024,273,5.607824
21/6/2024,365,5.590618
21/6/2024,547,5.462628
21/6/2024,730,5.241891
24/6/2024,10,5.40914
24/6/2024,30,5.438146
24/6/2024,60,5.476894
24/6/2024,91,5.511105
24/6/2024,122,5.539594
24/6/2024,152,5.561906
24/6/2024,182,5.579235
24/6/2024,273,5.6032
24/6/2024,365,5.587783
24/6/2024,547,5.460568
24/6/2024,730,5.237851
25/6/2024,10,5.412169
25/6/2024,30,5.440714
25/6/2024,60,5.478784
25/6/2024,91,5.512312
25/6/2024,122,5.540135
25/6/2024,152,5.56182
25/6/2024,182,5.578536
25/6/2024,273,5.600747
25/6/2024,365,5.583711
25/6/2024,547,5.453767
25/6/2024,730,5.228953
26/6/2024,10,5.408927
26/6/2024,30,5.43762
26/6/2024,60,5.475876
26/6/2024,91,5.509556
26/6/2024,122,5.53749
26/6/2024,152,5.559247
26/6/2024,182,5.576001
26/6/2024,273,5.598134
26/6/2024,365,5.580762
26/6/2024,547,5.449572
26/6/2024,730,5.223033
27/6/2024,10,5.405493
27/6/2024,30,5.434294
27/6/2024,60,5.472687
27/6/2024,91,5.506475
27/6/2024,122,5.534487
27/6/2024,152,5.55629
27/6/2024,182,5.573063
27/6/2024,273,5.595105
27/6/2024,365,5.577441
27/6/2024,547,5.44523
27/6/2024,730,5.217322
28/6/2024,10,5.397591
28/6/2024,30,5.426773
28/6/2024,60,5.465693
28/6/2024,91,5.499974
28/6/2024,122,5.528427
28/6/2024,152,5.55061
28/6/2024,182,5.567719
28/6/2024,273,5.590523
28/6/2024,365,5.57328
28/6/2024,547,5.441071
28/6/2024,730,5.212386
1/7/2024,10,5.389899
1/7/2024,30,5.419432
1/7/2024,60,5.458845
1/7/2024,91,5.493592
1/7/2024,122,5.522467
1/7/2024,152,5.54502
1/7/2024,182,5.562463
1/7/2024,273,5.586072
1/7/2024,365,5.569357
1/7/2024,547,5.437511
1/7/2024,730,5.208564
2/7/2024,10,5.393601
2/7/2024,30,5.422506
2/7/2024,60,5.46102
2/7/2024,91,5.494894
2/7/2024,122,5.522953
2/7/2024,152,5.544768
2/7/2024,182,5.561522
2/7/2024,273,5.583334
2/7/2024,365,5.565224
2/7/2024,547,5.431728
2/7/2024,730,5.202387
3/7/2024,10,5.389398
3/7/2024,30,5.418329
3/7/2024,60,5.456887
3/7/2024,91,5.490809
3/7/2024,122,5.518918
3/7/2024,152,5.540783
3/7/2024,182,5.557591
3/7/2024,273,5.579576
3/7/2024,365,5.561662
3/7/2024,547,5.42861
3/7/2024,730,5.199781
5/7/2024,10,5.38073
5/7/2024,30,5.409967
5/7/2024,60,5.448953
5/7/2024,91,5.48328
5/7/2024,122,5.511758
5/7/2024,152,5.533948
5/7/2024,182,5.551049
5/7/2024,273,5.573747
5/7/2024,365,5.556307
5/7/2024,547,5.423604
5/7/2024,730,5.194568
8/7/2024,10,5.368215
8/7/2024,30,5.398035
8/7/2024,60,5.437839
8/7/2024,91,5.47294
8/7/2024,122,5.502124
8/7/2024,152,5.524933
8/7/2024,182,5.542593
8/7/2024,273,5.566643
8/7/2024,365,5.550092
8/7/2024,547,5.417985
8/7/2024,730,5.188411
9/7/2024,10,5.358803
9/7/2024,30,5.388956
9/7/2024,60,5.429217
9/7/2024,91,5.46474
9/7/2024,122,5.494296
9/7/2024,152,5.51742
9/7/2024,182,5.535352
9/7/2024,273,5.559982
9/7/2024,365,5.543685
9/7/2024,547,5.411297
9/7/2024,730,5.180732
10/7/2024,10,5.348971
10/7/2024,30,5.379466
10/7/2024,60,5.420197
10/7/2024,91,5.456151
10/7/2024,122,5.486085
10/7/2024,152,5.509527
10/7/2024,182,5.527731
10/7/2024,273,5.552928
10/7/2024,365,5.536852
10/7/2024,547,5.404072
10/7/2024,730,5.172366
11/7/2024,10,5.329198
11/7/2024,30,5.360807
11/7/2024,60,5.403096
11/7/2024,91,5.440523
11/7/2024,122,5.471795
11/7/2024,152,5.496407
11/7/2024,182,5.515663
11/7/2024,273,5.543373
11/7/2024,365,5.528897
11/7/2024,547,5.39698
11/7/2024,730,5.163869
12/7/2024,10,5.305829
12/7/2024,30,5.338615
12/7/2024,60,5.382553
12/7/2024,91,5.42154
12/7/2024,122,5.454232
12/7/2024,152,5.480089
12/7/2024,182,5.500468
12/7/2024,273,5.530879
12/7/2024,365,5.518154
12/7/2024,547,5.387304
12/7/2024,730,5.152888
15/7/2024,10,5.287688
15/7/2024,30,5.321036
15/7/2024,60,5.365749
15/7/2024,91,5.405458
15/7/2024,122,5.438793
15/7/2024,152,5.4652
15/7/2024,182,5.48606
15/7/2024,273,5.517546
15/7/2024,365,5.505376
15/7/2024,547,5.374356
15/7/2024,730,5.138595
16/7/2024,10,5.288131
16/7/2024,30,5.320378
16/7/2024,60,5.36351
16/7/2024,91,5.40167
16/7/2024,122,5.43354
16/7/2024,152,5.458608
16/7/2024,182,5.478206
16/7/2024,273,5.506309
16/7/2024,365,5.491364
16/7/2024,547,5.356572
16/7/2024,730,5.118997
17/7/2024,10,5.297111
17/7/2024,30,5.327516
17/7/2024,60,5.368016
17/7/2024,91,5.403616
17/7/2024,122,5.433086
17/7/2024,152,5.45598
17/7/2024,182,5.473545
17/7/2024,273,5.496307
17/7/2024,365,5.477143
17/7/2024,547,5.337079
17/7/2024,730,5.097605
18/7/2024,10,5.285447
18/7/2024,30,5.315997
18/7/2024,60,5.356676
18/7/2024,91,5.392418
18/7/2024,122,5.421986
18/7/2024,152,5.444934
18/7/2024,182,5.462517
18/7/2024,273,5.485126
18/7/2024,365,5.465532
18/7/2024,547,5.324017
18/7/2024,730,5.082637
19/7/2024,10,5.268617
19/7/2024,30,5.299732
19/7/2024,60,5.341193
19/7/2024,91,5.377662
19/7/2024,122,5.407879
19/7/2024,152,5.431383
19/7/2024,182,5.449452
19/7/2024,273,5.473151
19/7/2024,365,5.454125
19/7/2024,547,5.312465
19/7/2024,730,5.069759
22/7/2024,10,5.271284
22/7/2024,30,5.301187
22/7/2024,60,5.340917
22/7/2024,91,5.375705
22/7/2024,122,5.404348
22/7/2024,152,5.426429
22/7/2024,182,5.44317
22/7/2024,273,5.463395
22/7/2024,365,5.441653
22/7/2024,547,5.296689
22/7/2024,730,5.052963
23/7/2024,10,5.258844
23/7/2024,30,5.288865
23/7/2024,60,5.328753
23/7/2024,91,5.363682
23/7/2024,122,5.392442
23/7/2024,152,5.414615
23/7/2024,182,5.43143
23/7/2024,273,5.451771
23/7/2024,365,5.430006
23/7/2024,547,5.28469
23/7/2024,730,5.040391
24/7/2024,10,5.247536
24/7/2024,30,5.277619
24/7/2024,60,5.317582
24/7/2024,91,5.352568
24/7/2024,122,5.381366
24/7/2024,152,5.403558
24/7/2024,182,5.420376
24/7/2024,273,5.440634
24/7/2024,365,5.418668
24/7/2024,547,5.272721
24/7/2024,730,5.02766
25/7/2024,10,5.237498
25/7/2024,30,5.267533
25/7/2024,60,5.307419
25/7/2024,91,5.342314
25/7/2024,122,5.371013
25/7/2024,152,5.393102
25/7/2024,182,5.40981
25/7/2024,273,5.429702
25/7/2024,365,5.407329
25/7/2024,547,5.260547
25/7/2024,730,5.01473
26/7/2024,10,5.239948
26/7/2024,30,5.268735
26/7/2024,60,5.306841
26/7/2024,91,5.340012
26/7/2024,122,5.3671
26/7/2024,152,5.387735
26/7/2024,182,5.40309
26/7/2024,273,5.419464
26/7/2024,365,5.394372
26/7/2024,547,5.244386
26/7/2024,730,4.997747
29/7/2024,10,5.230808
29/7/2024,30,5.259425
29/7/2024,60,5.297279
29/7/2024,91,5.330193
29/7/2024,122,5.357029
29/7/2024,152,5.377425
29/7/2024,182,5.392546
29/7/2024,273,5.408242
29/7/2024,365,5.382521
29/7/2024,547,5.23149
29/7/2024,730,4.984119
30/7/2024,10,5.224088
30/7/2024,30,5.25232
30/7/2024,60,5.289615
30/7/2024,91,5.321977
30/7/2024,122,5.348287
30/7/2024,152,5.368196
30/7/2024,182,5.382853
30/7/2024,273,5.397281
30/7/2024,365,5.370483
30/7/2024,547,5.217894
30/7/2024,730,4.969676
31/7/2024,10,5.229176
31/7/2024,30,5.255934
31/7/2024,60,5.291125
31/7/2024,91,5.321444
31/7/2024,122,5.345839
31/7/2024,152,5.364017
31/7/2024,182,5.377057
31/7/2024,273,5.387254
31/7/2024,365,5.357139
31/7/2024,547,5.20048
31/7/2024,730,4.950923
1/8/2024,10,5.219297
1/8/2024,30,5.24578
1/8/2024,60,5.28056
1/8/2024,91,5.310458
1/8/2024,122,5.334435
1/8/2024,152,5.352212
1/8/2024,182,5.364856
1/8/2024,273,5.373883
1/8/2024,365,5.342642
1/8/2024,547,5.18399
1/8/2024,730,4.932832
2/8/2024,10,5.204785
2/8/2024,30,5.230688
2/8/2024,60,5.264628
2/8/2024,91,5.293695
2/8/2024,122,5.316878
2/8/2024,152,5.333922
2/8/2024,182,5.345866
2/8/2024,273,5.352972
2/8/2024,365,5.320088
2/8/2024,547,5.159019
2/8/2024,730,4.906464
5/8/2024,10,5.191816
5/8/2024,30,5.216683
5/8/2024,60,5.249136
5/8/2024,91,5.276748
5/8/2024,122,5.298558
5/8/2024,152,5.31435
5/8/2024,182,5.325115
5/8/2024,273,5.329075
5/8/2024,365,5.293631
5/8/2024,547,5.129145
5/8/2024,730,4.875042
6/8/2024,10,5.188407
6/8/2024,30,5.211338
6/8/2024,60,5.241034
6/8/2024,91,5.265977
6/8/2024,122,5.285299
6/8/2024,152,5.298847
6/8/2024,182,5.307527
6/8/2024,273,5.306086
6/8/2024,365,5.266494
6/8/2024,547,5.09718
6/8/2024,730,4.841898
7/8/2024,10,5.194426
7/8/2024,30,5.214606
7/8/2024,60,5.24039
7/8/2024,91,5.261557
7/8/2024,122,5.277363
7/8/2024,152,5.28775
7/8/2024,182,5.293501
7/8/2024,273,5.284518
7/8/2024,365,5.239205
7/8/2024,547,5.063455
7/8/2024,730,4.806962
8/8/2024,10,5.201259
8/8/2024,30,5.218605
8/8/2024,60,5.240367
8/8/2024,91,5.257659
8/8/2024,122,5.269867
8/8/2024,152,5.277031
8/8/2024,182,5.279803
8/8/2024,273,5.263209
8/8/2024,365,5.212218
8/8/2024,547,5.03038
8/8/2024,730,4.773267
9/8/2024,10,5.221619
9/8/2024,30,5.235019
9/8/2024,60,5.251185
9/8/2024,91,5.263093
9/8/2024,122,5.270314
9/8/2024,152,5.273014
9/8/2024,182,5.271671
9/8/2024,273,5.244609
9/8/2024,365,5.185881
9/8/2024,547,4.99596
9/8/2024,730,4.73838
12/8/2024,10,5.237192
12/8/2024,30,5.247188
12/8/2024,60,5.258527
12/8/2024,91,5.265787
12/8/2024,122,5.268694
12/8/2024,152,5.267531
12/8/2024,182,5.26262
12/8/2024,273,5.226454
12/8/2024,365,5.160949
12/8/2024,547,4.963802
12/8/2024,730,4.705537
13/8/2024,10,5.262869
13/8/2024,30,5.268457
13/8/2024,60,5.273544
13/8/2024,91,5.274788
13/8/2024,122,5.272116
13/8/2024,152,5.265958
13/8/2024,182,5.256438
13/8/2024,273,5.208529
13/8/2024,365,5.13431
13/8/2024,547,4.927949
13/8/2024,730,4.66893
14/8/2024,10,5.282098
14/8/2024,30,5.284006
14/8/2024,60,5.283866
14/8/2024,91,5.280072
14/8/2024,122,5.27272
14/8/2024,152,5.262364
14/8/2024,182,5.248962
14/8/2024,273,5.191114
14/8/2024,365,5.109443
14/8/2024,547,4.894953
14/8/2024,730,4.634823
15/8/2024,10,5.297033
15/8/2024,30,5.295972
15/8/2024,60,5.291614
15/8/2024,91,5.283746
15/8/2024,122,5.272605
15/8/2024,152,5.258846
15/8/2024,182,5.24229
15/8/2024,273,5.176334
15/8/2024,365,5.088531
15/8/2024,547,4.86719
15/8/2024,730,4.605847
16/8/2024,10,5.295273
16/8/2024,30,5.292931
16/8/2024,60,5.28674
16/8/2024,91,5.277091
16/8/2024,122,5.264279
16/8/2024,152,5.249003
16/8/2024,182,5.231031
16/8/2024,273,5.161349
16/8/2024,365,5.070601
16/8/2024,547,4.845591
16/8/2024,730,4.582975
19/8/2024,10,5.299954
19/8/2024,30,5.295818
19/8/2024,60,5.287071
19/8/2024,91,5.274949
19/8/2024,122,5.25983
19/8/2024,152,5.242476
19/8/2024,182,5.222571
19/8/2024,273,5.147887
19/8/2024,365,5.0533
19/8/2024,547,4.82384
19/8/2024,730,4.560178
20/8/2024,10,5.298904
20/8/2024,30,5.293576
20/8/2024,60,5.283125
20/8/2024,91,5.269344
20/8/2024,122,5.252668
20/8/2024,152,5.233903
20/8/2024,182,5.212677
20/8/2024,273,5.134519
20/8/2024,365,5.037182
20/8/2024,547,4.804278
20/8/2024,730,4.539392
21/8/2024,10,5.296321
21/8/2024,30,5.289983
21/8/2024,60,5.278083
21/8/2024,91,5.262885
21/8/2024,122,5.244872
21/8/2024,152,5.224887
21/8/2024,182,5.202513
21/8/2024,273,5.121292
21/8/2024,365,5.021466
21/8/2024,547,4.785249
21/8/2024,730,4.518884
22/8/2024,10,5.288588
22/8/2024,30,5.281838
22/8/2024,60,5.269337
22/8/2024,91,5.253538
22/8/2024,122,5.234944
22/8/2024,152,5.214416
22/8/2024,182,5.191518
22/8/2024,273,5.108825
22/8/2024,365,5.007688
22/8/2024,547,4.76941
22/8/2024,730,4.501684
23/8/2024,10,5.278703
23/8/2024,30,5.271598
23/8/2024,60,5.258578
23/8/2024,91,5.242263
23/8/2024,122,5.223172
23/8/2024,152,5.202182
23/8/2024,182,5.178841
23/8/2024,273,5.094915
23/8/2024,365,4.992704
23/8/2024,547,4.752798
23/8/2024,730,4.484097
26/8/2024,10,5.268434
26/8/2024,30,5.261102
26/8/2024,60,5.247744
26/8/2024,91,5.231082
26/8/2024,122,5.211646
26/8/2024,152,5.190326
26/8/2024,182,5.166658
26/8/2024,273,5.081768
26/8/2024,365,4.978633
26/8/2024,547,4.737113
26/8/2024,730,4.46716
27/8/2024,10,5.256137
27/8/2024,30,5.248758
27/8/2024,60,5.235316
27/8/2024,91,5.218551
27/8/2024,122,5.198998
27/8/2024,152,5.17755
27/8/2024,182,5.153743
27/8/2024,273,5.068364
27/8/2024,365,4.964659
27/8/2024,547,4.721891
27/8/2024,730,4.450714
28/8/2024,10,5.24263
28/8/2024,30,5.2354
28/8/2024,60,5.222149
28/8/2024,91,5.205542
28/8/2024,122,5.186109
28/8/2024,152,5.164743
28/8/2024,182,5.140987
28/8/2024,273,5.055583
28/8/2024,365,4.951616
28/8/2024,547,4.707822
28/8/2024,730,4.435248
29/8/2024,10,5.245292
29/8/2024,30,5.236689
29/8/2024,60,5.221476
29/8/2024,91,5.202965
29/8/2024,122,5.18175
29/8/2024,152,5.158771
29/8/2024,182,5.13351
29/8/2024,273,5.044171
29/8/2024,365,4.937125
29/8/2024,547,4.689583
29/8/2024,730,4.415832
30/8/2024,10,5.246788
30/8/2024,30,5.236928
30/8/2024,60,5.219924
30/8/2024,91,5.199678
30/8/2024,122,5.176842
30/8/2024,152,5.152401
30/8/2024,182,5.125779
30/8/2024,273,5.032907
30/8/2024,365,4.923136
30/8/2024,547,4.672402
30/8/2024,730,4.397871
3/9/2024,10,5.239493
3/9/2024,30,5.229239
3/9/2024,60,5.211666
3/9/2024,91,5.190859
3/9/2024,122,5.16749
3/9/2024,152,5.142559
3/9/2024,182,5.115471
3/9/2024,273,5.021337
3/9/2024,365,4.910509
3/9/2024,547,4.658294
3/9/2024,730,4.383022
4/9/2024,10,5.242059
4/9/2024,30,5.230355
4/9/2024,60,5.21072
4/9/2024,91,5.187918
4/9/2024,122,5.162691
4/9/2024,152,5.136087
4/9/2024,182,5.107447
4/9/2024,273,5.009305
4/9/2024,365,4.895423
4/9/2024,547,4.639733
4/9/2024,730,4.363768
5/9/2024,10,5.240848
5/9/2024,30,5.227923
5/9/2024,60,5.206548
5/9/2024,91,5.182062
5/9/2024,122,5.155263
5/9/2024,152,5.127242
5/9/2024,182,5.097284
5/9/2024,273,4.995726
5/9/2024,365,4.879217
5/9/2024,547,4.620472
5/9/2024,730,4.343783
6/9/2024,10,5.245532
6/9/2024,30,5.230732
6/9/2024,60,5.206689
6/9/2024,91,5.179624
6/9/2024,122,5.15042
6/9/2024,152,5.120236
6/9/2024,182,5.088269
6/9/2024,273,4.981522
6/9/2024,365,4.861052
6/9/2024,547,4.597775
6/9/2024,730,4.320118
9/9/2024,10,5.267869
9/9/2024,30,5.249569
9/9/2024,60,5.220559
9/9/2024,91,5.188707
9/9/2024,122,5.155058
9/9/2024,152,5.120889
9/9/2024,182,5.085239
9/9/2024,273,4.969069
9/9/2024,365,4.841545
9/9/2024,547,4.570606
9/9/2024,730,4.291933
10/9/2024,10,5.294919
10/9/2024,30,5.272587
10/9/2024,60,5.237851
10/9/2024,91,5.200481
10/9/2024,122,5.161709
10/9/2024,152,5.122944
10/9/2024,182,5.083046
10/9/2024,273,4.956004
10/9/2024,365,4.820333
10/9/2024,547,4.540505
10/9/2024,730,4.260577
11/9/2024,10,5.310435
11/9/2024,30,5.285169
11/9/2024,60,5.246264
11/9/2024,91,5.20487
11/9/2024,122,5.162355
11/9/2024,152,5.120227
11/9/2024,182,5.077215
11/9/2024,273,4.942166
11/9/2024,365,4.800436
11/9/2024,547,4.51382
11/9/2024,730,4.232625
12/9/2024,10,5.315266
12/9/2024,30,5.288093
12/9/2024,60,5.246474
12/9/2024,91,5.202455
12/9/2024,122,5.15749
12/9/2024,152,5.113156
12/9/2024,182,5.068093
12/9/2024,273,4.927733
12/9/2024,365,4.781926
12/9/2024,547,4.490563
12/9/2024,730,4.208194
13/9/2024,10,5.300437
13/9/2024,30,5.273015
13/9/2024,60,5.231029
13/9/2024,91,5.186641
13/9/2024,122,5.14132
13/9/2024,152,5.096651
13/9/2024,182,5.051264
13/9/2024,273,4.909991
13/9/2024,365,4.763366
13/9/2024,547,4.470716
13/9/2024,730,4.187522
16/9/2024,10,5.293035
16/9/2024,30,5.264526
16/9/2024,60,5.220997
16/9/2024,91,5.17512
16/9/2024,122,5.128414
16/9/2024,152,5.082501
16/9/2024,182,5.035963
16/9/2024,273,4.891736
16/9/2024,365,4.742889
16/9/2024,547,4.447813
16/9/2024,730,4.164317
17/9/2024,10,5.295633
17/9/2024,30,5.265061
17/9/2024,60,5.218609
17/9/2024,91,5.169926
17/9/2024,122,5.120623
17/9/2024,152,5.072392
17/9/2024,182,5.02372
17/9/2024,273,4.874094
17/9/2024,365,4.721305
17/9/2024,547,4.422273
17/9/2024,730,4.138873
18/9/2024,10,5.281076
18/9/2024,30,5.249946
18/9/2024,60,5.202709
18/9/2024,91,5.153278
18/9/2024,122,5.10329
18/9/2024,152,5.054455
18/9/2024,182,5.005236
18/9/2024,273,4.854273
18/9/2024,365,4.700594
18/9/2024,547,4.400989
18/9/2024,730,4.1183
19/9/2024,10,5.263809
19/9/2024,30,5.232387
19/9/2024,60,5.184743
19/9/2024,91,5.134929
19/9/2024,122,5.084596
19/9/2024,152,5.035462
19/9/2024,182,4.985977
19/9/2024,273,4.834404
19/9/2024,365,4.680387
19/9/2024,547,4.380843
